,Persons Obtaining Legal Permanent Resident Status During Fiscal Year 2013,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics,,,,
1,,,,,
2,"CBSA: Denver-Aurora-Broomfield, CO",,,,
3,,,,,
4,Characteristic,Total,Male,Female,Unknown
5,Total,7498,3375,3816,307
6,,,,,
7,New arrivals,3435,1463,1665,307
8,Adjustments of status,4063,1912,2151,-
9,,,,,
10,Age,,,,
11,Under 18 years,1354,678,651,25
12,18 to 24 years,1077,489,579,9
13,25 to 34 years,1856,887,961,8
14,35 to 44 years,1333,640,688,5
15,45 to 54 years,805,348,449,8
16,55 to 64 years,500,194,296,10
17,65 years and over,339,139,192,8
18,Unknown,234,-,-,234
19,,,,,
20,Marital status,,,,
21,Single,2595,1333,1183,79
22,Married,4423,1925,2298,200
23,Other,392,60,304,28
24,Unknown,88,57,31,-
25,,,,,
26,Occupation,,,,
27,"Management, professional, and related occupations",757,472,250,35
28,Service occupations,327,190,124,13
29,Sales and office occupations,161,58,80,23
30,"Farming, fishing, and forestry occupations",103,80,21,2
31,"Construction, extraction, maintenance and repair occupations",63,63,-,-
32,"Production, transportation, and material moving occupations",302,246,42,14
33,Military,-,-,-,-
34,No occupation/not working outside home,3381,1195,2027,159
35,Homemakers,945,58,806,81
36,Students or children,1787,887,851,49
37,Retirees,68,25,43,-
38,Unemployed,581,225,327,29
39,Unknown,2404,1071,1272,61
40,,,,,
41,Broad class of admission,,,,
42,Family-sponsored preferences,1186,508,587,91
43,Employment-based preferences,829,428,400,1
44,Immediate relatives of U.S. citizens,3700,1499,2022,179
45,Diversity,504,274,194,36
46,Refugees and asylees,1091,567,524,-
47,Other,188,99,89,-
48,,,,,
49,Leading countries of birth,,,,
50,Bhutan,238,114,124,-
51,Burma,151,79,72,-
52,Canada,129,58,69,2
53,China,284,108,169,7
54,Colombia,80,28,51,1
55,El Salvador,74,40,33,1
56,Ethiopia,540,221,289,30
57,Ghana,189,96,88,5
58,India,279,140,133,6
59,Iran,86,41,40,5
60,Iraq,90,50,40,-
61,"Korea, South",129,51,74,4
62,Mexico,1846,856,908,82
63,Nepal,289,150,130,9
64,Peru,100,38,53,9
65,Philippines,154,44,101,9
66,Russia,108,36,65,7
67,Thailand,98,37,61,-
68,United Kingdom,107,70,37,-
69,Vietnam,389,160,219,10
70,Other,2112,954,1058,100
71,Unknown,26,4,2,20
72,D  Data withheld to limit disclosure.,,,,
73,- Represents zero.,,,,
74,Source: U.S. Department of Homeland Security,,,,
