,Persons Obtaining Legal Permanent Resident Status During Fiscal Year 2009,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics,,,,
1,,,,,
2,"CBSA: Fort Collins-Loveland, CO",,,,
3,,,,,
4,Characteristic,Total,Male,Female,Unknown
5,Total,407,164,243,-
6,,,,,
7,New arrivals,147,62,85,-
8,Adjustments of status,260,102,158,-
9,,,,,
10,Age,,,,
11,Under 18 years,78,28,50,-
12,18 to 24 years,45,16,29,-
13,25 to 34 years,127,48,79,-
14,35 to 44 years,93,41,52,-
15,45 to 54 years,27,16,11,-
16,55 to 64 years,21,9,12,-
17,65 years and over,16,6,10,-
18,Unknown,-,-,-,-
19,,,,,
20,Marital status,,,,
21,Single,127,61,66,-
22,Married,258,92,166,-
23,Other,13,5,8,-
24,Unknown,9,6,3,-
25,,,,,
26,Occupation,,,,
27,"Management, professional, and related occupations",73,50,23,-
28,Service occupations,15,D,D,-
29,Sales and office occupations,10,D,D,-
30,"Farming, fishing, and forestry occupations",D,D,-,-
31,"Construction, extraction, maintenance and repair occupations",D,D,-,-
32,"Production, transportation, and material moving occupations",18,11,7,-
33,Military,-,-,-,-
34,No occupation/not working outside home,178,54,124,-
35,Homemakers,43,D,D,-
36,Students or children,104,39,65,-
37,Retirees,D,D,-,-
38,Unemployed,D,D,D,-
39,Unknown,108,33,75,-
40,,,,,
41,Broad class of admission,,,,
42,Family-sponsored preferences,45,18,27,-
43,Employment-based preferences,88,49,39,-
44,Immediate relatives of U.S. citizens,233,76,157,-
45,Diversity,18,8,10,-
46,Refugees and asylees,20,11,9,-
47,Other,3,2,1,-
48,,,,,
49,Leading countries of birth,,,,
50,Australia,5,D,D,-
51,Bangladesh,5,D,D,-
52,Brazil,5,D,D,-
53,Canada,13,5,8,-
54,Chile,5,D,D,-
55,China,44,18,26,-
56,Colombia,7,3,4,-
57,Ethiopia,9,D,D,-
58,Germany,12,D,D,-
59,India,19,8,11,-
60,Japan,8,D,D,-
61,"Korea, South",12,6,6,-
62,Mexico,78,36,42,-
63,Netherlands,6,3,3,-
64,Peru,5,D,D,-
65,South Africa,11,6,5,-
66,Sri Lanka,6,3,3,-
67,Thailand,7,D,D,-
68,United Kingdom,21,10,11,-
69,Vietnam,18,10,8,-
70,Other,111,39,72,-
71,D  Data withheld to limit disclosure.,,,,
72,- Represents zero.,,,,
73,Source: U.S. Department of Homeland Security,,,,
